species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,0.47148663634573923,on,no_extinction_control,3.177103247153923e-09,True,False,9.053561789151843e-10
Col,0.517947467923121,off,hard_extinction,2.7755575615628914e-16,True,False,0.0
Col,0.517947467923121,off,no_extinction_control,8.730755363117737e-06,True,False,0.0
Col,0.517947467923121,on,hard_extinction,2.8919155958817555e-10,True,False,8.928408012920386e-11
Col,0.517947467923121,on,no_extinction_control,2.8919155958817555e-10,True,False,8.928408012920386e-11
Col,0.5689866029018296,off,hard_extinction,1.1102230246251565e-16,True,False,0.0
Col,0.5689866029018296,off,no_extinction_control,3.375844105590886e-06,True,False,0.0
Col,0.5689866029018296,on,hard_extinction,3.31425997757151e-11,True,False,1.1018047585409363e-11
Col,0.5689866029018296,on,no_extinction_control,3.31425997757151e-11,True,False,1.1018047585409363e-11
Col,0.6250551925273969,off,hard_extinction,0.0,True,False,0.0
Col,0.6250551925273969,off,no_extinction_control,5.3948614464616185e-09,True,False,0.0
Col,0.6250551925273969,on,hard_extinction,6.544986774770223e-12,True,False,2.3390456238558954e-12
Col,0.6250551925273969,on,no_extinction_control,6.544986774770223e-12,True,False,2.3390456238558954e-12
Col,0.6866488450042998,off,hard_extinction,0.0,True,False,0.0
Col,0.6866488450042998,off,no_extinction_control,5.329070518200751e-15,True,False,0.0
Col,0.6866488450042998,on,hard_extinction,3.460565167756613e-12,True,False,1.3322676295501878e-12
